user_id,origin,replaced
2846,|Tampa, Florida|,tampa  florida
2848,Bayonne,bayonne
2849,|Chennai, India|,chennai  india
2850,Weston Super Mare,weston super mare
2851,catching planes ✈️,catching planes   
2852,Riding my bike on a wall,riding my bike on a wall
2853,W o n d e r l a n d,w o n d e r l a n d
2854,the lonely mountain.,the lonely mountain 
2855,winterfell,winterfell
2856,|West Hempstead, NY|,west hempstead  ny
2857,Winterfell,winterfell
2858,Pretoria,pretoria
2860,|Los Robles Avenue, Pasadena|,los robles avenue  pasadena
2861,|King's Landing, Westeros|,king s landing  westeros
2862,Westeros,westeros
2864,|Portland, Oregon|,portland  oregon
2865,|Gloucester, UK|,gloucester  uk
2868,Follow @Renly_B,follow  renly b
2869,NYC•Vancouver•Toronto•Alberta,nyc vancouver toronto alberta
2870,|Pasadena, CA|,pasadena  ca
2872,|Greater London, U.K|,greater london  u k
2873,Center of the Earth,center of the earth
2874,|frakes, kentucky|,frakes  kentucky
2875,|666 abyss circle, the vøid|,    abyss circle  the v id
2876,|Birmingham, UK|,birmingham  uk
2877,|Fife, Scotland|,fife  scotland
2878,|Yorkshire, England|,yorkshire  england
2879,Maryland and NYC,maryland and nyc
2880,Med school,med school
2881,Worldwide,worldwide
2882,Highgarden,highgarden
2883,|Hoth, Hogwarts, Gallifrey|,hoth  hogwarts  gallifrey
2887,|Bolton, BL3 2RW|,bolton  bl   rw
2888,|Piperton, TN|,piperton  tn
2890,Everywhere,everywhere
2891,|Madison, Wisconsin, USA|,madison  wisconsin  usa
2892,|Canada, Alberta|,canada  alberta
2893,my house !,my house  
2894,California,california
2895,Westeros,westeros
2897,|Chicago, IL|,chicago  il
2898,|1908 Ivy Lane, AL|,     ivy lane  al
2899,|Texas ROCKS, 2nd only to USA!|,texas rocks   nd only to usa 
2900,Dublin,dublin
2901,|Princeton, NJ and Cape Cod|,princeton  nj and cape cod
2902,|San Francisco, CA|,san francisco  ca
2904,Westeros,westeros
2905,King's Landing,king s landing
2906,sheffield legend,sheffield legend
2907,|St. Louis, Missouri|,st  louis  missouri
2909,|Panem, Asgard|,panem  asgard
2910,|London, England|,london  england
2911,Houston,houston
2912,livingunderyourbed.,livingunderyourbed 
2913,|Pasadena, CA|,pasadena  ca
2914,|Baguio City, Benguet|,baguio city  benguet
2915,|Washington, DC|,washington  dc
2918,Lesotho,lesotho
2919,Mystic Falls,mystic falls
2920,|Bowling Green, Ky|,bowling green  ky
2921,Not a doctor.,not a doctor 
2924,Latrobe PA,latrobe pa
2925,⊱ кɪɴɢ's ʟᴀɴᴅɪɴɢ.,       s         
2926,Massachusetts,massachusetts
2927,|Kings Landing, Westeros|,kings landing  westeros
2928,Kings Landing,kings landing
2929,Ireland,ireland
2930,|Vancouver, Canada|,vancouver  canada
2931,Australia,australia
2932,Tenn.Born/ Detroit-Raised,tenn born  detroit raised
2934,|Nash Bridges, TN|,nash bridges  tn
2936,Bolton,bolton
2937,|MNL, PHL|,mnl  phl
2939,Cleveland ,cleveland 
2940,|ÜT: 13.153201,-59.442697|, t                      
2941,jlw,jlw
2942,Venezuela,venezuela
2943,King's Landing,king s landing
2944,Winterfell,winterfell
2945,Yorkshire ,yorkshire 
2947,indore,indore
2948,|Bogota, Colombia|,bogota  colombia
2949,Glenmora LA,glenmora la
2950,Goa India ,goa india 
2951,Atlantis,atlantis
2953,A bright corner in Hell,a bright corner in hell
2954,❀(｡◠‿◠｡) sunnyland,         sunnyland
2955,|Calgary, AB|,calgary  ab
2956,|Derbyshire, UK|,derbyshire  uk
2957,|Nashville, TN|,nashville  tn
2958,|ÜT: -6.8738,107.628256|, t                    
2959,Texas,texas
2960,Planet Earth,planet earth
2963,England,england
2964,|San Diego, CA|,san diego  ca
2965,|Sydney, Australia|,sydney  australia
2966,california,california
2967,Lothlórien,lothl rien
2968,Baltimore Md,baltimore md
2969,No where,no where
2973,Casterly Rock,casterly rock
2974,Essex,essex
2975,USA,usa
2976,|SOMEWHERE, Colo.|,somewhere  colo 
2977,CLEXA,clexa
2978,Winterfell,winterfell
2979,Los Angeles. Miami.,los angeles  miami 
2980,|Staffordshire, UK.|,staffordshire  uk 
2985,Jo'burg,jo burg
2988,Somewhere out there. ,somewhere out there  
2989,Indiana,indiana
2991,|Kirkcaldy, Scotland|,kirkcaldy  scotland
